WaferID,DMT_X_mm,DMT_Y_mm,DMT_Thickness,TFK_X_mm,TFK_Y_mm,TFK_Thickness,Distance_mm,Thickness_Delta,DMT_File,TFK_File
AANBD228TEH1,-96.0,96.0,8557.16,-96.51,96.51,8541.589844,0.7212489168102857,15.57015599999977,2026-03-26T10.25.24.6087352-LCTW01516-8374-DMT115-TTB134-DMTDUMMY.xml,2026-03-26T09.22.48.2544075-LCTW01516-8374-TFK658-TTB134-MFG7152C19DTFK.xml
AANBD228TEH1,96.0,-96.0,8553.382,96.51,-96.51,8539.969727,0.7212489168102857,13.412272999999914,2026-03-26T10.25.24.6087352-LCTW01516-8374-DMT115-TTB134-DMTDUMMY.xml,2026-03-26T09.22.48.2544075-LCTW01516-8374-TFK658-TTB134-MFG7152C19DTFK.xml
AANBD228TEH1,135.0,18.0,8551.655,136.2,19.3019,8539.0,1.7705771968485227,12.655000000000655,2026-03-26T10.25.24.6087352-LCTW01516-8374-DMT115-TTB134-DMTDUMMY.xml,2026-03-26T09.22.48.2544075-LCTW01516-8374-TFK658-TTB134-MFG7152C19DTFK.xml
AANBD228TEH1,72.0,126.0,8560.55,71.2039,127.428,8551.330078,1.6349187166339447,9.219921999998405,2026-03-26T10.25.24.6087352-LCTW01516-8374-DMT115-TTB134-DMTDUMMY.xml,2026-03-26T09.22.48.2544075-LCTW01516-8374-TFK658-TTB134-MFG7152C19DTFK.xml
AANBD228TEH1,141.0,-36.0,8553.754,142.401,-36.4348,8549.660156,1.466919234313884,4.0938440000008995,2026-03-26T10.25.24.6087352-LCTW01516-8374-DMT115-TTB134-DMTDUMMY.xml,2026-03-26T09.22.48.2544075-LCTW01516-8374-TFK658-TTB134-MFG7152C19DTFK.xml
AANBD228TEH1,-135.0,-57.0,8586.112,-136.2,-57.9062,8611.459961,1.503728180224062,-25.347961000001305,2026-03-26T10.25.24.6087352-LCTW01516-8374-DMT115-TTB134-DMTDUMMY.xml,2026-03-26T09.22.48.2544075-LCTW01516-8374-TFK658-TTB134-MFG7152C19DTFK.xml
AANBD228TEH1,-135.0,57.0,8588.556,-136.2,57.9062,8623.519531,1.503728180224062,-34.96353099999942,2026-03-26T10.25.24.6087352-LCTW01516-8374-DMT115-TTB134-DMTDUMMY.xml,2026-03-26T09.22.48.2544075-LCTW01516-8374-TFK658-TTB134-MFG7152C19DTFK.xml
AANBD228TEH1,-57.0,-135.0,8582.793,-57.9062,-136.2,8603.160156,1.503728180224062,-20.36715600000025,2026-03-26T10.25.24.6087352-LCTW01516-8374-DMT115-TTB134-DMTDUMMY.xml,2026-03-26T09.22.48.2544075-LCTW01516-8374-TFK658-TTB134-MFG7152C19DTFK.xml
AANBD228TEH1,-57.0,135.0,8589.427,-57.9062,136.2,8622.589844,1.503728180224062,-33.162844000000405,2026-03-26T10.25.24.6087352-LCTW01516-8374-DMT115-TTB134-DMTDUMMY.xml,2026-03-26T09.22.48.2544075-LCTW01516-8374-TFK658-TTB134-MFG7152C19DTFK.xml
AANBD228TEH1,57.0,-135.0,8587.122,57.9062,-136.2,8597.530273,1.503728180224062,-10.408273000000918,2026-03-26T10.25.24.6087352-LCTW01516-8374-DMT115-TTB134-DMTDUMMY.xml,2026-03-26T09.22.48.2544075-LCTW01516-8374-TFK658-TTB134-MFG7152C19DTFK.xml
